Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,c,Mn,Mw
356C,300,17.61,20,2.15,0.067859,0.14332,0.06,8265000,8340000
356C,300,17.61,20,3.16,0.099514,0.20545,0.06,8265000,8340000
356C,300,17.61,20,4.64,0.21713,0.27177,0.06,8265000,8340000
356C,300,17.61,20,6.81,0.41661,0.43876,0.06,8265000,8340000
356C,300,17.61,20,10,0.78973,0.64972,0.06,8265000,8340000
356C,300,17.61,20,14.7,1.5986,1.1158,0.06,8265000,8340000
356C,300,17.61,20,21.5,3.2475,2.139,0.06,8265000,8340000
356C,300,17.61,20,31.6,5.5073,0.81246,0.06,8265000,8340000
356C,300,17.61,20,46.4,11.788,0.30421,0.06,8265000,8340000
356C,300,17.61,20,68.1,23.957,1.516,0.06,8265000,8340000
356C,300,17.61,20,100,47.42,7.9413,0.06,8265000,8340000
356C,300,17.61,25,0.01,0.070834,0.036195,0.06,8265000,8340000
356C,300,17.61,25,0.0147,0.11999,0.019309,0.06,8265000,8340000
356C,300,17.61,25,0.0215,0.0046249,0.057478,0.06,8265000,8340000
356C,300,17.61,25,0.0316,0.013854,0.010013,0.06,8265000,8340000
356C,300,17.61,25,0.0464,0.0075205,0.0057748,0.06,8265000,8340000
356C,300,17.61,25,0.0681,0.041929,0.024485,0.06,8265000,8340000
356C,300,17.61,25,0.1,0.10578,0.067795,0.06,8265000,8340000
356C,300,17.61,25,0.147,0.03326,0.043132,0.06,8265000,8340000
356C,300,17.61,25,0.215,0.065021,0.049384,0.06,8265000,8340000
356C,300,17.61,25,0.316,0.029993,0.010991,0.06,8265000,8340000
356C,300,17.61,25,0.464,0.091614,0.056218,0.06,8265000,8340000
356C,300,17.61,25,0.681,0.15305,0.086764,0.06,8265000,8340000
356C,300,17.61,25,1,1.07E-05,0.21499,0.06,8265000,8340000
356C,300,17.61,25,1.47,1.20E-05,0.23907,0.06,8265000,8340000
356C,300,17.61,25,2.15,0.01858,0.1298,0.06,8265000,8340000
356C,300,17.61,25,3.16,1.51E-05,0.30193,0.06,8265000,8340000
356C,300,17.61,25,4.64,1.94E-05,0.38788,0.06,8265000,8340000
356C,300,17.61,25,6.81,3.11E-05,0.62206,0.06,8265000,8340000
356C,300,17.61,25,10,4.67E-05,0.93339,0.06,8265000,8340000
356C,300,17.61,25,14.7,6.94E-05,1.3879,0.06,8265000,8340000
356C,300,17.61,25,21.5,0.00014534,2.9067,0.06,8265000,8340000
356C,300,17.61,25,31.6,0.00029386,5.8772,0.06,8265000,8340000
356C,300,17.61,25,46.4,0.00064287,12.857,0.06,8265000,8340000
356C,300,17.61,25,68.1,0.0014357,28.714,0.06,8265000,8340000
356C,300,17.61,25,100,0.0033176,66.351,0.06,8265000,8340000
356C,300,17.61,30,0.01,0.14863,0.09982,0.06,8265000,8340000
356C,300,17.61,30,0.0147,0.019296,0.023152,0.06,8265000,8340000
356C,300,17.61,30,0.0215,0.050969,0.0029935,0.06,8265000,8340000
356C,300,17.61,30,0.0316,0.049179,0.020779,0.06,8265000,8340000
356C,300,17.61,30,0.0464,0.055179,0.013408,0.06,8265000,8340000
356C,300,17.61,30,0.0681,0.069095,0.0011957,0.06,8265000,8340000
356C,300,17.61,30,0.1,0.059128,0.0082082,0.06,8265000,8340000
356C,300,17.61,30,0.147,0.051733,0.0033833,0.06,8265000,8340000
356C,300,17.61,30,0.215,0.066173,0.03194,0.06,8265000,8340000
356C,300,17.61,30,0.316,0.053094,0.0056631,0.06,8265000,8340000
356C,300,17.61,30,0.464,0.10688,0.0065437,0.06,8265000,8340000
356C,300,17.61,30,0.681,0.079287,0.06497,0.06,8265000,8340000
356C,300,17.61,30,1,0.037139,0.10613,0.06,8265000,8340000
356C,300,17.61,30,1.47,0.071866,0.11725,0.06,8265000,8340000
356C,300,17.61,30,2.15,0.10845,0.1384,0.06,8265000,8340000
356C,300,17.61,30,3.16,0.27858,0.069939,0.06,8265000,8340000
356C,300,17.61,30,4.64,0.072439,0.28273,0.06,8265000,8340000
356C,300,17.61,30,6.81,0.24838,0.50523,0.06,8265000,8340000
356C,300,17.61,30,10,0.32305,0.66845,0.06,8265000,8340000
356C,300,17.61,30,14.7,0.43059,1.017,0.06,8265000,8340000
356C,300,17.61,30,21.5,0.77244,1.9849,0.06,8265000,8340000
356C,300,17.61,30,31.6,0.28616,0.88278,0.06,8265000,8340000
356C,300,17.61,30,46.4,0.27263,0.18561,0.06,8265000,8340000
356C,300,17.61,30,68.1,9.35E-05,1.8693,0.06,8265000,8340000
356C,300,17.61,30,100,0.0005068,10.136,0.06,8265000,8340000
356C,300,17.61,35,0.01,0.023951,0.081678,0.06,8265000,8340000
356C,300,17.61,35,0.0147,1.33E-06,0.02658,0.06,8265000,8340000
356C,300,17.61,35,0.0215,0.016824,0.010051,0.06,8265000,8340000
356C,300,17.61,35,0.0316,0.012349,0.0039466,0.06,8265000,8340000
356C,300,17.61,35,0.0464,0.016853,0.01252,0.06,8265000,8340000
356C,300,17.61,35,0.0681,0.011944,0.020719,0.06,8265000,8340000
356C,300,17.61,35,0.1,0.0044704,0.035841,0.06,8265000,8340000
356C,300,17.61,35,0.147,3.26E-06,0.065225,0.06,8265000,8340000
356C,300,17.61,35,0.215,3.60E-06,0.071952,0.06,8265000,8340000
356C,300,17.61,35,0.316,0.0018881,0.019452,0.06,8265000,8340000
356C,300,17.61,35,0.464,0.070577,0.0039539,0.06,8265000,8340000
356C,300,17.61,35,0.681,0.045551,0.04331,0.06,8265000,8340000
356C,300,17.61,35,1,0.018706,0.059948,0.06,8265000,8340000
356C,300,17.61,35,1.47,0.038941,0.0094922,0.06,8265000,8340000
356C,300,17.61,35,2.15,1.05E-05,0.20998,0.06,8265000,8340000
356C,300,17.61,35,3.16,3.75E-06,0.074941,0.06,8265000,8340000
356C,300,17.61,35,4.64,1.34E-05,0.26724,0.06,8265000,8340000
356C,300,17.61,35,6.81,1.92E-05,0.3843,0.06,8265000,8340000
356C,300,17.61,35,10,3.24E-05,0.64894,0.06,8265000,8340000
356C,300,17.61,35,14.7,8.83E-05,1.7668,0.06,8265000,8340000
356C,300,17.61,35,21.5,0.00017664,3.5328,0.06,8265000,8340000
356C,300,17.61,35,31.6,0.00039241,7.8481,0.06,8265000,8340000
356C,300,17.61,35,46.4,0.00081264,16.253,0.06,8265000,8340000
356C,300,17.61,35,68.1,0.0017651,35.302,0.06,8265000,8340000
356C,300,17.61,35,100,0.0041864,83.729,0.06,8265000,8340000
411E,300,23.45,15,0.01,57.945,35.051,0.06,15810000,16460000
411E,300,23.45,15,0.0147,78.477,25.772,0.06,15810000,16460000
411E,300,23.45,15,0.0215,86.722,22.976,0.06,15810000,16460000
411E,300,23.45,15,0.0316,92.519,21.676,0.06,15810000,16460000
411E,300,23.45,15,0.0464,98.369,21.622,0.06,15810000,16460000
411E,300,23.45,15,0.0681,103.24,21.306,0.06,15810000,16460000
411E,300,23.45,15,0.1,107.89,21.57,0.06,15810000,16460000
411E,300,23.45,15,0.147,112.78,22.148,0.06,15810000,16460000
411E,300,23.45,15,0.215,117.91,22.983,0.06,15810000,16460000
411E,300,23.45,15,0.316,124,24.053,0.06,15810000,16460000
411E,300,23.45,15,0.464,129.73,25.311,0.06,15810000,16460000
411E,300,23.45,15,0.681,135.71,26.879,0.06,15810000,16460000
411E,300,23.45,15,1,141.91,28.635,0.06,15810000,16460000
411E,300,23.45,15,1.47,148.67,30.722,0.06,15810000,16460000
411E,300,23.45,15,2.15,156.02,33.082,0.06,15810000,16460000
411E,300,23.45,15,3.16,163.88,35.734,0.06,15810000,16460000
411E,300,23.45,15,4.64,172.68,38.667,0.06,15810000,16460000
411E,300,23.45,15,6.81,182.58,41.953,0.06,15810000,16460000
411E,300,23.45,15,10,193.71,45.571,0.06,15810000,16460000
411E,300,23.45,15,14.7,207.06,49.44,0.06,15810000,16460000
411E,300,23.45,15,21.5,223.69,54.054,0.06,15810000,16460000
411E,300,23.45,15,31.6,245.78,56.895,0.06,15810000,16460000
411E,300,23.45,15,46.4,279.91,60.305,0.06,15810000,16460000
411E,300,23.45,15,68.1,337.46,62.256,0.06,15810000,16460000
411E,300,23.45,15,100,443.05,59.827,0.06,15810000,16460000
411E,300,23.45,20,0.01,98.557,22.558,0.06,15810000,16460000
411E,300,23.45,20,0.0147,105.88,21.87,0.06,15810000,16460000
411E,300,23.45,20,0.0215,111.52,21.66,0.06,15810000,16460000
411E,300,23.45,20,0.0316,117.18,21.112,0.06,15810000,16460000
411E,300,23.45,20,0.0464,123.05,21.629,0.06,15810000,16460000
411E,300,23.45,20,0.0681,127.72,22.019,0.06,15810000,16460000
411E,300,23.45,20,0.1,132.29,22.63,0.06,15810000,16460000
411E,300,23.45,20,0.147,137.29,23.489,0.06,15810000,16460000
411E,300,23.45,20,0.215,142.83,24.455,0.06,15810000,16460000
411E,300,23.45,20,0.316,149.37,25.688,0.06,15810000,16460000
411E,300,23.45,20,0.464,155.27,27.219,0.06,15810000,16460000
411E,300,23.45,20,0.681,161.52,28.869,0.06,15810000,16460000
411E,300,23.45,20,1,168.37,30.798,0.06,15810000,16460000
411E,300,23.45,20,1.47,175.64,33.037,0.06,15810000,16460000
411E,300,23.45,20,2.15,183.56,35.421,0.06,15810000,16460000
411E,300,23.45,20,3.16,192.17,38.102,0.06,15810000,16460000
411E,300,23.45,20,4.64,201.63,41.068,0.06,15810000,16460000
411E,300,23.45,20,6.81,212.06,44.308,0.06,15810000,16460000
411E,300,23.45,20,10,223.96,47.792,0.06,15810000,16460000
411E,300,23.45,20,14.7,237.8,51.684,0.06,15810000,16460000
411E,300,23.45,20,21.5,255.22,56.035,0.06,15810000,16460000
411E,300,23.45,20,31.6,277.76,58.58,0.06,15810000,16460000
411E,300,23.45,20,46.4,312.7,61.753,0.06,15810000,16460000
411E,300,23.45,20,68.1,371.52,64.026,0.06,15810000,16460000
411E,300,23.45,20,100,478.88,60.901,0.06,15810000,16460000
411E,300,23.45,25,0.01,117.94,24.687,0.06,15810000,16460000
411E,300,23.45,25,0.0147,122.82,24.78,0.06,15810000,16460000
411E,300,23.45,25,0.0215,127.94,24.988,0.06,15810000,16460000
411E,300,23.45,25,0.0316,134.08,25.428,0.06,15810000,16460000
411E,300,23.45,25,0.0464,139.53,26.211,0.06,15810000,16460000
411E,300,23.45,25,0.0681,147.04,26.371,0.06,15810000,16460000
411E,300,23.45,25,0.1,152.78,27.418,0.06,15810000,16460000
411E,300,23.45,25,0.147,159.13,28.518,0.06,15810000,16460000
411E,300,23.45,25,0.215,165.87,29.715,0.06,15810000,16460000
411E,300,23.45,25,0.316,173.18,30.968,0.06,15810000,16460000
411E,300,23.45,25,0.464,182.19,32.428,0.06,15810000,16460000
411E,300,23.45,25,0.681,189.92,34.282,0.06,15810000,16460000
411E,300,23.45,25,1,198.06,36.265,0.06,15810000,16460000
411E,300,23.45,25,1.47,206.74,38.534,0.06,15810000,16460000
411E,300,23.45,25,2.15,216.05,40.938,0.06,15810000,16460000
411E,300,23.45,25,3.16,226.04,43.598,0.06,15810000,16460000
411E,300,23.45,25,4.64,236.95,46.46,0.06,15810000,16460000
411E,300,23.45,25,6.81,248.81,49.514,0.06,15810000,16460000
411E,300,23.45,25,10,261.95,52.728,0.06,15810000,16460000
411E,300,23.45,25,14.7,277.13,56.283,0.06,15810000,16460000
411E,300,23.45,25,21.5,295.59,60.25,0.06,15810000,16460000
411E,300,23.45,25,31.6,319.21,62.415,0.06,15810000,16460000
411E,300,23.45,25,46.4,355.2,65.027,0.06,15810000,16460000
411E,300,23.45,25,68.1,414.57,66.416,0.06,15810000,16460000
411E,300,23.45,25,100,521.98,64.083,0.06,15810000,16460000
411E,300,23.45,30,0.01,129.01,35.32,0.06,15810000,16460000
411E,300,23.45,30,0.0147,137.67,35.622,0.06,15810000,16460000
411E,300,23.45,30,0.0215,147.61,37.685,0.06,15810000,16460000
411E,300,23.45,30,0.0316,160.06,37.097,0.06,15810000,16460000
411E,300,23.45,30,0.0464,169.56,38.33,0.06,15810000,16460000
411E,300,23.45,30,0.0681,179.7,38.62,0.06,15810000,16460000
411E,300,23.45,30,0.1,191.58,38.072,0.06,15810000,16460000
411E,300,23.45,30,0.147,200.73,39.617,0.06,15810000,16460000
411E,300,23.45,30,0.215,210.41,40.623,0.06,15810000,16460000
411E,300,23.45,30,0.316,220.83,41.357,0.06,15810000,16460000
411E,300,23.45,30,0.464,231.16,42.951,0.06,15810000,16460000
411E,300,23.45,30,0.681,242.02,43.963,0.06,15810000,16460000
411E,300,23.45,30,1,252.71,45.815,0.06,15810000,16460000
411E,300,23.45,30,1.47,264.05,47.482,0.06,15810000,16460000
411E,300,23.45,30,2.15,276.05,49.192,0.06,15810000,16460000
411E,300,23.45,30,3.16,288.67,51.212,0.06,15810000,16460000
411E,300,23.45,30,4.64,301.85,53.354,0.06,15810000,16460000
411E,300,23.45,30,6.81,315.74,55.578,0.06,15810000,16460000
411E,300,23.45,30,10,330.48,57.992,0.06,15810000,16460000
411E,300,23.45,30,14.7,347.02,60.635,0.06,15810000,16460000
411E,300,23.45,30,21.5,366.58,63.545,0.06,15810000,16460000
411E,300,23.45,30,31.6,390.94,64.64,0.06,15810000,16460000
411E,300,23.45,30,46.4,428.02,66.403,0.06,15810000,16460000
411E,300,23.45,30,68.1,489.26,66.262,0.06,15810000,16460000
411E,300,23.45,30,100,598.09,62.88,0.06,15810000,16460000
411E,300,23.45,35,0.01,146.36,55.644,0.06,15810000,16460000
411E,300,23.45,35,0.0147,164.15,59.751,0.06,15810000,16460000
411E,300,23.45,35,0.0215,186.85,60.391,0.06,15810000,16460000
411E,300,23.45,35,0.0316,209.41,56.909,0.06,15810000,16460000
411E,300,23.45,35,0.0464,225.56,58.409,0.06,15810000,16460000
411E,300,23.45,35,0.0681,242.03,57.026,0.06,15810000,16460000
411E,300,23.45,35,0.1,260.15,53.616,0.06,15810000,16460000
411E,300,23.45,35,0.147,273.82,54.606,0.06,15810000,16460000
411E,300,23.45,35,0.215,287.78,53.673,0.06,15810000,16460000
411E,300,23.45,35,0.316,301.58,52.847,0.06,15810000,16460000
411E,300,23.45,35,0.464,314.93,52.387,0.06,15810000,16460000
411E,300,23.45,35,0.681,327.81,52.19,0.06,15810000,16460000
411E,300,23.45,35,1,340.89,52.598,0.06,15810000,16460000
411E,300,23.45,35,1.47,353.68,53.178,0.06,15810000,16460000
411E,300,23.45,35,2.15,366.62,53.505,0.06,15810000,16460000
411E,300,23.45,35,3.16,379.61,54.265,0.06,15810000,16460000
411E,300,23.45,35,4.64,392.98,54.956,0.06,15810000,16460000
411E,300,23.45,35,6.81,406.85,55.89,0.06,15810000,16460000
411E,300,23.45,35,10,421.39,56.929,0.06,15810000,16460000
411E,300,23.45,35,14.7,437.6,58.199,0.06,15810000,16460000
411E,300,23.45,35,21.5,456.7,59.955,0.06,15810000,16460000
411E,300,23.45,35,31.6,480.65,60.042,0.06,15810000,16460000
411E,300,23.45,35,46.4,517.32,60.761,0.06,15810000,16460000
411E,300,23.45,35,68.1,579.74,59.994,0.06,15810000,16460000
411E,300,23.45,35,100,693.6,55.668,0.06,15810000,16460000
356F,300,26.32,15,0.01,72.976,61.853,0.06,20530000,20380000
356F,300,26.32,15,0.0147,122.43,58.355,0.06,20530000,20380000
356F,300,26.32,15,0.0215,146.38,53.552,0.06,20530000,20380000
356F,300,26.32,15,0.0316,162.82,50.66,0.06,20530000,20380000
356F,300,26.32,15,0.0464,176.06,49.42,0.06,20530000,20380000
356F,300,26.32,15,0.0681,188.57,47.972,0.06,20530000,20380000
356F,300,26.32,15,0.1,200.24,47.494,0.06,20530000,20380000
356F,300,26.32,15,0.147,211.5,47.297,0.06,20530000,20380000
356F,300,26.32,15,0.215,223.01,47.135,0.06,20530000,20380000
356F,300,26.32,15,0.316,234.08,47.701,0.06,20530000,20380000
356F,300,26.32,15,0.464,245.28,48.368,0.06,20530000,20380000
356F,300,26.32,15,0.681,256.66,49.114,0.06,20530000,20380000
356F,300,26.32,15,1,268.28,49.915,0.06,20530000,20380000
356F,300,26.32,15,1.47,280.11,50.88,0.06,20530000,20380000
356F,300,26.32,15,2.15,292.24,51.967,0.06,20530000,20380000
356F,300,26.32,15,3.16,304.66,53.207,0.06,20530000,20380000
356F,300,26.32,15,4.64,317.24,54.588,0.06,20530000,20380000
356F,300,26.32,15,6.81,330.31,56.236,0.06,20530000,20380000
356F,300,26.32,15,10,343.54,58.174,0.06,20530000,20380000
356F,300,26.32,15,14.7,357.12,60.666,0.06,20530000,20380000
356F,300,26.32,15,21.5,370.03,62.581,0.06,20530000,20380000
356F,300,26.32,15,31.6,382.54,65.245,0.06,20530000,20380000
356F,300,26.32,15,46.4,393.02,67.76,0.06,20530000,20380000
356F,300,26.32,15,68.1,397.61,68.955,0.06,20530000,20380000
356F,300,26.32,15,100,384.69,66.022,0.06,20530000,20380000
356F,300,26.32,20,0.01,176.26,52.608,0.06,20530000,20380000
356F,300,26.32,20,0.0147,192.07,48.853,0.06,20530000,20380000
356F,300,26.32,20,0.0215,205.55,48.233,0.06,20530000,20380000
356F,300,26.32,20,0.0316,217.81,47.334,0.06,20530000,20380000
356F,300,26.32,20,0.0464,228.81,47.248,0.06,20530000,20380000
356F,300,26.32,20,0.0681,239.74,46.731,0.06,20530000,20380000
356F,300,26.32,20,0.1,250.72,46.708,0.06,20530000,20380000
356F,300,26.32,20,0.147,261.57,47.176,0.06,20530000,20380000
356F,300,26.32,20,0.215,272.44,47.589,0.06,20530000,20380000
356F,300,26.32,20,0.316,283.63,48.057,0.06,20530000,20380000
356F,300,26.32,20,0.464,295.31,48.583,0.06,20530000,20380000
356F,300,26.32,20,0.681,306.6,49.323,0.06,20530000,20380000
356F,300,26.32,20,1,318.32,50.127,0.06,20530000,20380000
356F,300,26.32,20,1.47,330.19,50.934,0.06,20530000,20380000
356F,300,26.32,20,2.15,342.33,51.886,0.06,20530000,20380000
356F,300,26.32,20,3.16,354.67,52.906,0.06,20530000,20380000
356F,300,26.32,20,4.64,367.25,54.095,0.06,20530000,20380000
356F,300,26.32,20,6.81,380.09,55.523,0.06,20530000,20380000
356F,300,26.32,20,10,393.19,57.263,0.06,20530000,20380000
356F,300,26.32,20,14.7,406.52,59.436,0.06,20530000,20380000
356F,300,26.32,20,21.5,419.09,61.101,0.06,20530000,20380000
356F,300,26.32,20,31.6,431.31,63.4,0.06,20530000,20380000
356F,300,26.32,20,46.4,441.41,65.562,0.06,20530000,20380000
356F,300,26.32,20,68.1,446.22,66.824,0.06,20530000,20380000
356F,300,26.32,20,100,432.34,62.879,0.06,20530000,20380000
356F,300,26.32,25,0.01,219.13,53.779,0.06,20530000,20380000
356F,300,26.32,25,0.0147,233.39,50.17,0.06,20530000,20380000
356F,300,26.32,25,0.0215,246,49.944,0.06,20530000,20380000
356F,300,26.32,25,0.0316,256.88,50.057,0.06,20530000,20380000
356F,300,26.32,25,0.0464,269.07,48.968,0.06,20530000,20380000
356F,300,26.32,25,0.0681,280.11,49.108,0.06,20530000,20380000
356F,300,26.32,25,0.1,291.37,49.2,0.06,20530000,20380000
356F,300,26.32,25,0.147,303.01,48.989,0.06,20530000,20380000
356F,300,26.32,25,0.215,314.31,49.575,0.06,20530000,20380000
356F,300,26.32,25,0.316,325.76,50.04,0.06,20530000,20380000
356F,300,26.32,25,0.464,337.28,50.381,0.06,20530000,20380000
356F,300,26.32,25,0.681,349.04,50.942,0.06,20530000,20380000
356F,300,26.32,25,1,360.97,51.564,0.06,20530000,20380000
356F,300,26.32,25,1.47,373.18,52.314,0.06,20530000,20380000
356F,300,26.32,25,2.15,385.43,52.892,0.06,20530000,20380000
356F,300,26.32,25,3.16,397.91,53.704,0.06,20530000,20380000
356F,300,26.32,25,4.64,410.64,54.686,0.06,20530000,20380000
356F,300,26.32,25,6.81,423.58,55.836,0.06,20530000,20380000
356F,300,26.32,25,10,436.5,57.197,0.06,20530000,20380000
356F,300,26.32,25,14.7,449.61,59.199,0.06,20530000,20380000
356F,300,26.32,25,21.5,462.45,62.13,0.06,20530000,20380000
356F,300,26.32,25,31.6,472.87,62.545,0.06,20530000,20380000
356F,300,26.32,25,46.4,480.88,64.199,0.06,20530000,20380000
356F,300,26.32,25,68.1,480.35,65.085,0.06,20530000,20380000
356F,300,26.32,25,100,458.03,61.292,0.06,20530000,20380000
356F,300,26.32,30,0.01,257.93,55.595,0.06,20530000,20380000
356F,300,26.32,30,0.0147,267.7,57.781,0.06,20530000,20380000
356F,300,26.32,30,0.0215,281.79,59.078,0.06,20530000,20380000
356F,300,26.32,30,0.0316,296.84,58.08,0.06,20530000,20380000
356F,300,26.32,30,0.0464,310.13,57.149,0.06,20530000,20380000
356F,300,26.32,30,0.0681,322.73,56.279,0.06,20530000,20380000
356F,300,26.32,30,0.1,337.68,54.379,0.06,20530000,20380000
356F,300,26.32,30,0.147,349.83,54.333,0.06,20530000,20380000
356F,300,26.32,30,0.215,362.14,54.291,0.06,20530000,20380000
356F,300,26.32,30,0.316,374.8,54.268,0.06,20530000,20380000
356F,300,26.32,30,0.464,387.31,54.082,0.06,20530000,20380000
356F,300,26.32,30,0.681,399.94,54.14,0.06,20530000,20380000
356F,300,26.32,30,1,412.58,54.294,0.06,20530000,20380000
356F,300,26.32,30,1.47,425.37,54.651,0.06,20530000,20380000
356F,300,26.32,30,2.15,438.17,54.94,0.06,20530000,20380000
356F,300,26.32,30,3.16,451.14,55.423,0.06,20530000,20380000
356F,300,26.32,30,4.64,464.2,56.013,0.06,20530000,20380000
356F,300,26.32,30,6.81,477.31,56.817,0.06,20530000,20380000
356F,300,26.32,30,10,490.56,57.965,0.06,20530000,20380000
356F,300,26.32,30,14.7,503.86,59.555,0.06,20530000,20380000
356F,300,26.32,30,21.5,516.33,60.731,0.06,20530000,20380000
356F,300,26.32,30,31.6,528.04,62.481,0.06,20530000,20380000
356F,300,26.32,30,46.4,537.02,64.026,0.06,20530000,20380000
356F,300,26.32,30,68.1,538.48,64.164,0.06,20530000,20380000
356F,300,26.32,30,100,521.27,60.495,0.06,20530000,20380000
356F,300,26.32,35,0.01,275.96,74.992,0.06,20530000,20380000
356F,300,26.32,35,0.0147,296.73,82.767,0.06,20530000,20380000
356F,300,26.32,35,0.0215,316.49,83.533,0.06,20530000,20380000
356F,300,26.32,35,0.0316,338.31,80.521,0.06,20530000,20380000
356F,300,26.32,35,0.0464,361.33,76.371,0.06,20530000,20380000
356F,300,26.32,35,0.0681,382.84,70.961,0.06,20530000,20380000
356F,300,26.32,35,0.1,398.84,70.001,0.06,20530000,20380000
356F,300,26.32,35,0.147,415.62,67.368,0.06,20530000,20380000
356F,300,26.32,35,0.215,431.63,64.495,0.06,20530000,20380000
356F,300,26.32,35,0.316,447.99,61.875,0.06,20530000,20380000
356F,300,26.32,35,0.464,462.51,61.557,0.06,20530000,20380000
356F,300,26.32,35,0.681,476.28,60.677,0.06,20530000,20380000
356F,300,26.32,35,1,489.88,59.474,0.06,20530000,20380000
356F,300,26.32,35,1.47,503.29,58.82,0.06,20530000,20380000
356F,300,26.32,35,2.15,517.08,58.436,0.06,20530000,20380000
356F,300,26.32,35,3.16,530.47,58.294,0.06,20530000,20380000
356F,300,26.32,35,4.64,543.73,58.339,0.06,20530000,20380000
356F,300,26.32,35,6.81,557.1,58.64,0.06,20530000,20380000
356F,300,26.32,35,10,570.43,59.294,0.06,20530000,20380000
356F,300,26.32,35,14.7,583.66,60.578,0.06,20530000,20380000
356F,300,26.32,35,21.5,596.62,62.99,0.06,20530000,20380000
356F,300,26.32,35,31.6,606.83,63.045,0.06,20530000,20380000
356F,300,26.32,35,46.4,614.37,64.481,0.06,20530000,20380000
356F,300,26.32,35,68.1,613.27,64.027,0.06,20530000,20380000
356F,300,26.32,35,100,589.04,61.915,0.06,20530000,20380000
