Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,tan_delta,flag_suspicious,sample_weight
356F,300,26.32,25,4.64,410.64,54.686,0.13317260861094876,False,1.0
356F,300,26.32,25,6.81,423.58,55.836,0.1318192549223287,False,1.0
356F,300,26.32,25,10.0,436.5,57.197,0.13103550973654068,False,1.0
356F,300,26.32,25,14.7,449.61,59.199,0.13166744511910322,False,1.0
356F,300,26.32,25,21.5,462.45,62.13,0.1343496594226403,False,1.0
356F,300,26.32,25,31.6,472.87,62.545,0.13226679637109565,False,1.0
356F,300,26.32,25,46.4,480.88,64.199,0.13350316087173514,False,1.0
356F,300,26.32,25,68.1,480.35,65.085,0.13549495159779326,False,1.0
356F,300,26.32,25,100.0,458.03,61.292,0.13381656223391483,False,1.0
356F,300,26.32,30,0.01,257.93,55.595,0.21554297677664483,False,1.0
356F,300,26.32,30,0.0147,267.7,57.781,0.21584236085169967,False,1.0
356F,300,26.32,30,0.0215,281.79,59.078,0.2096525781610419,False,1.0
356F,300,26.32,30,0.0316,296.84,58.08,0.19566096213448322,False,1.0
356F,300,26.32,30,0.0464,310.13,57.149,0.18427433656853578,False,1.0
356F,300,26.32,30,0.0681,322.73,56.279,0.17438416013385802,False,1.0
356F,300,26.32,30,0.1,337.68,54.379,0.16103707652215113,False,1.0
356F,300,26.32,30,0.147,349.83,54.333,0.15531258039619245,False,1.0
356F,300,26.32,30,0.215,362.14,54.291,0.14991715910973658,False,1.0
356F,300,26.32,30,0.316,374.8,54.268,0.14479188900747064,False,1.0
356F,300,26.32,30,0.464,387.31,54.082,0.1396349177661305,False,1.0
356F,300,26.32,30,0.681,399.94,54.14,0.13537030554583188,False,1.0
356F,300,26.32,30,1.0,412.58,54.294,0.13159629647583498,False,1.0
356F,300,26.32,30,1.47,425.37,54.651,0.12847873615910854,False,1.0
356F,300,26.32,30,2.15,438.17,54.94,0.12538512449505898,False,1.0
356F,300,26.32,30,3.16,451.14,55.423,0.12285099968967506,False,1.0
356F,300,26.32,30,4.64,464.2,56.013,0.12066566135286515,False,1.0
356F,300,26.32,30,6.81,477.31,56.817,0.11903584672435105,False,1.0
356F,300,26.32,30,10.0,490.56,57.965,0.11816087736464449,False,1.0
356F,300,26.32,30,14.7,503.86,59.555,0.11819751518278887,False,1.0
356F,300,26.32,30,21.5,516.33,60.731,0.11762051401235643,False,1.0
356F,300,26.32,30,31.6,528.04,62.481,0.11832626316188169,False,1.0
356F,300,26.32,30,46.4,537.02,64.026,0.11922460988417563,False,1.0
356F,300,26.32,30,68.1,538.48,64.164,0.1191576288812955,False,1.0
356F,300,26.32,30,100.0,521.27,60.495,0.11605310108005448,False,1.0
356F,300,26.32,35,0.01,275.96,74.992,0.2717495289172344,False,1.0
356F,300,26.32,35,0.0147,296.73,82.767,0.2789303407137802,False,1.0
356F,300,26.32,35,0.0215,316.49,83.533,0.26393566937343993,False,1.0
356F,300,26.32,35,0.0316,338.31,80.521,0.23800951789778604,False,1.0
356F,300,26.32,35,0.0464,361.33,76.371,0.21136080591149364,False,1.0
356F,300,26.32,35,0.0681,382.84,70.961,0.1853541949639536,False,1.0
356F,300,26.32,35,0.1,398.84,70.001,0.1755114833015746,False,1.0
356F,300,26.32,35,0.147,415.62,67.368,0.1620903710119821,False,1.0
356F,300,26.32,35,0.215,431.63,64.495,0.1494219586219679,False,1.0
356F,300,26.32,35,0.316,447.99,61.875,0.13811692225272884,False,1.0
356F,300,26.32,35,0.464,462.51,61.557,0.13309333852241034,False,1.0
356F,300,26.32,35,0.681,476.28,60.677,0.12739774922314606,False,1.0
356F,300,26.32,35,1.0,489.88,59.474,0.12140524210010614,False,1.0
356F,300,26.32,35,1.47,503.29,58.82,0.1168709888930835,False,1.0
356F,300,26.32,35,2.15,517.08,58.436,0.11301152626286066,False,1.0
356F,300,26.32,35,3.16,530.47,58.294,0.10989122853318754,False,1.0
356F,300,26.32,35,4.64,543.73,58.339,0.10729406139076379,False,1.0
356F,300,26.32,35,6.81,557.1,58.64,0.10525937892658409,False,1.0
356F,300,26.32,35,10.0,570.43,59.294,0.10394614588994268,False,1.0
356F,300,26.32,35,14.7,583.66,60.578,0.10378987766850564,False,1.0
356F,300,26.32,35,21.5,596.62,62.99,0.10557808990647313,False,1.0
356F,300,26.32,35,31.6,606.83,63.045,0.10389235865069293,False,1.0
356F,300,26.32,35,46.4,614.37,64.481,0.1049546690105311,False,1.0
356F,300,26.32,35,68.1,613.27,64.027,0.1044026285322941,False,1.0
356F,300,26.32,35,100.0,589.04,61.915,0.10511170718457151,False,1.0
