Sample_ID,Length_nm,Width_nm,Temp_C,Freq_rad_s,G1_Pa,G2_Pa,tan_delta,flag_suspicious,sample_weight
407C,100,29.16,30,0.215,388.32,85.419,0.21997064276885042,False,1.0
407C,100,29.16,30,0.316,410.77,87.279,0.21247656839593934,False,1.0
407C,100,29.16,30,0.464,431.92,89.489,0.20718883126504908,False,1.0
407C,100,29.16,30,0.681,453.74,91.754,0.2022171287521488,False,1.0
407C,100,29.16,30,1.0,476.31,93.866,0.1970691356469526,False,1.0
407C,100,29.16,30,1.47,499.51,95.859,0.19190606794658766,False,1.0
407C,100,29.16,30,2.15,523.25,97.603,0.18653225035833731,False,1.0
407C,100,29.16,30,3.16,547.46,99.097,0.18101231140174623,False,1.0
407C,100,29.16,30,4.64,571.98,100.12,0.1750410853526347,False,1.0
407C,100,29.16,30,6.81,596.89,100.95,0.16912663974936756,False,1.0
407C,100,29.16,30,10.0,621.63,101.44,0.16318388752151602,False,1.0
407C,100,29.16,30,14.7,646.36,101.75,0.15742001361470387,False,1.0
407C,100,29.16,30,21.5,670.49,102.59,0.1530075019761667,False,1.0
407C,100,29.16,30,31.6,692.49,100.76,0.14550390619359124,False,1.0
407C,100,29.16,30,46.4,712.45,99.749,0.1400084216436241,False,1.0
407C,100,29.16,30,68.1,725.65,97.195,0.13394198304967958,False,1.0
407C,100,29.16,30,100.0,722.74,89.913,0.12440573373550654,False,1.0
407C,100,29.16,35,0.01,257.16,98.275,0.3821550785503188,False,1.0
407C,100,29.16,35,0.0147,278.02,104.85,0.377131141644486,False,1.0
407C,100,29.16,35,0.0215,306.69,103.35,0.3369852293847207,False,1.0
407C,100,29.16,35,0.0316,334.33,101.85,0.3046391290042772,False,1.0
407C,100,29.16,35,0.0464,357.94,101.44,0.28339945242219367,False,1.0
407C,100,29.16,35,0.0681,383.73,99.057,0.2581424439058713,False,1.0
407C,100,29.16,35,0.1,406.16,98.941,0.2436010439235769,False,1.0
407C,100,29.16,35,0.147,429.56,98.684,0.22973274979048328,False,1.0
407C,100,29.16,35,0.215,452.88,98.379,0.21722972972972973,False,1.0
407C,100,29.16,35,0.316,479.06,97.676,0.20389095311651986,False,1.0
407C,100,29.16,35,0.464,502.46,97.834,0.19471002666878956,False,1.0
407C,100,29.16,35,0.681,525.72,98.099,0.1865993304420604,False,1.0
407C,100,29.16,35,1.0,549.41,98.084,0.17852605522287546,False,1.0
407C,100,29.16,35,1.47,573.26,97.911,0.17079684610822315,False,1.0
407C,100,29.16,35,2.15,597.09,97.64,0.16352643655060375,False,1.0
407C,100,29.16,35,3.16,620.9,97.203,0.15655177967466583,False,1.0
407C,100,29.16,35,4.64,644.5,96.725,0.15007757951900697,False,1.0
407C,100,29.16,35,6.81,667.91,96.013,0.1437514036322259,False,1.0
407C,100,29.16,35,10.0,691.07,95.305,0.13790932901153283,False,1.0
407C,100,29.16,35,14.7,713.85,94.631,0.1325642642011627,False,1.0
407C,100,29.16,35,21.5,736.05,94.694,0.12865158616941785,False,1.0
407C,100,29.16,35,31.6,755.82,92.414,0.12226985261040987,False,1.0
407C,100,29.16,35,46.4,773.63,90.936,0.11754456264622624,False,1.0
407C,100,29.16,35,68.1,785.8,88.257,0.11231483838126752,False,1.0
407C,100,29.16,35,100.0,781.35,82.217,0.10522429129071478,False,1.0
356C,300,17.61,15,0.01,1.9e-05,0.37936,19966.315789473683,True,0.01
356C,300,17.61,15,0.0147,0.18811,0.078662,0.41817021955238953,False,1.0
356C,300,17.61,15,0.0215,0.12206,0.030118,0.2467475012289038,False,1.0
356C,300,17.61,15,0.0316,0.13918,0.048964,0.35180342003161374,False,1.0
356C,300,17.61,15,0.0464,0.14146,0.036478,0.25786794853668876,False,1.0
356C,300,17.61,15,0.0681,0.17429,0.021912,0.1257214986516725,False,1.0
356C,300,17.61,15,0.1,0.072397,0.037308,0.5153252206583145,False,1.0
356C,300,17.61,15,0.147,0.1036,0.015052,0.14528957528957528,False,1.0
356C,300,17.61,15,0.215,0.10341,0.022693,0.21944686200560876,False,1.0
356C,300,17.61,15,0.316,0.1159,0.044387,0.38297670405522005,False,1.0
356C,300,17.61,15,0.464,0.10623,0.025528,0.24030876400263576,False,1.0
356C,300,17.61,15,0.681,0.11773,0.094506,0.8027350717743991,False,1.0
356C,300,17.61,15,1.0,0.12696,0.075469,0.5944313169502206,False,1.0
356C,300,17.61,15,1.47,0.15155,0.12453,0.8217090069284065,False,1.0
356C,300,17.61,15,2.15,0.13403,0.11844,0.8836827575915839,False,1.0
356C,300,17.61,15,3.16,0.18135,0.19035,1.0496277915632752,False,1.0
356C,300,17.61,15,4.64,0.25663,0.31506,1.2276818766317266,False,1.0
356C,300,17.61,15,6.81,0.24443,0.44668,1.8274352575379456,False,1.0
356C,300,17.61,15,10.0,0.51566,0.76405,1.4816933638443937,False,1.0
356C,300,17.61,15,14.7,0.80416,1.2368,1.53800238758456,False,1.0
356C,300,17.61,15,21.5,1.4214,2.2765,1.6015899817081751,False,1.0
356C,300,17.61,15,31.6,1.7484,1.0932,0.6252573781743308,False,1.0
356C,300,17.61,15,46.4,2.8427,0.95002,0.3341963626130088,False,1.0
356C,300,17.61,15,68.1,5.9768,0.18521,0.030988154196225408,False,1.0
356C,300,17.61,15,100.0,6.9718,3.9262,0.5631544221004618,False,1.0
356C,300,17.61,20,0.01,0.11774,0.032731,0.27799388483098353,False,1.0
356C,300,17.61,20,0.0147,0.030657,0.023985,0.7823661806438986,False,1.0
356C,300,17.61,20,0.0215,9.3e-06,0.18597,19996.774193548386,True,0.01
356C,300,17.61,20,0.0316,0.0046197,0.020501,4.437734051994718,False,1.0
356C,300,17.61,20,0.0464,0.019555,0.032659,1.6701099463052929,False,1.0
356C,300,17.61,20,0.0681,0.033641,0.010262,0.3050444398204572,False,1.0
356C,300,17.61,20,0.1,0.0047663,0.027618,5.794431739504438,False,1.0
356C,300,17.61,20,0.147,0.024193,0.001805,0.07460835778944323,False,1.0
356C,300,17.61,20,0.215,0.026018,0.029571,1.1365593050964717,False,1.0
356C,300,17.61,20,0.316,0.024409,0.031256,1.2805112868204351,False,1.0
356C,300,17.61,20,0.464,0.083836,0.06477,0.772579798654516,False,1.0
356C,300,17.61,20,0.681,0.028766,0.028868,1.0035458527428214,False,1.0
356C,300,17.61,20,1.0,0.043155,0.064024,1.4835824354072529,False,1.0
356C,300,17.61,20,1.47,0.080627,0.068301,0.8471231721383655,False,1.0
356C,300,17.61,20,2.15,0.067859,0.14332,2.1120264076983157,False,1.0
356C,300,17.61,20,3.16,0.099514,0.20545,2.0645336334586086,False,1.0
356C,300,17.61,20,4.64,0.21713,0.27177,1.2516464790678397,False,1.0
356C,300,17.61,20,6.81,0.41661,0.43876,1.053167230743381,False,1.0
356C,300,17.61,20,10.0,0.78973,0.64972,0.8227115596469678,False,1.0
356C,300,17.61,20,14.7,1.5986,1.1158,0.6979857375203302,False,1.0
356C,300,17.61,20,21.5,3.2475,2.139,0.6586605080831408,False,1.0
356C,300,17.61,20,31.6,5.5073,0.81246,0.14752419515915238,False,1.0
356C,300,17.61,20,46.4,11.788,0.30421,0.025806752629793008,False,1.0
356C,300,17.61,20,68.1,23.957,1.516,0.06328004341111157,False,1.0
356C,300,17.61,20,100.0,47.42,7.9413,0.16746731336988613,False,1.0
356C,300,17.61,25,0.01,0.070834,0.036195,0.5109834260383432,False,1.0
356C,300,17.61,25,0.0147,0.11999,0.019309,0.16092174347862323,False,1.0
356C,300,17.61,25,0.0215,0.0046249,0.057478,12.427944387986766,False,1.0
356C,300,17.61,25,0.0316,0.013854,0.010013,0.7227515518983687,False,1.0
356C,300,17.61,25,0.0464,0.0075205,0.0057748,0.7678744764310883,False,1.0
356C,300,17.61,25,0.0681,0.041929,0.024485,0.5839633666436118,False,1.0
356C,300,17.61,25,0.1,0.10578,0.067795,0.6409056532425789,False,1.0
356C,300,17.61,25,0.147,0.03326,0.043132,1.2968129885748647,False,1.0
356C,300,17.61,25,0.215,0.065021,0.049384,0.7595084664954399,False,1.0
356C,300,17.61,25,0.316,0.029993,0.010991,0.3664521721735072,False,1.0
356C,300,17.61,25,0.464,0.091614,0.056218,0.6136398367061803,False,1.0
356C,300,17.61,25,0.681,0.15305,0.086764,0.5668997059784384,False,1.0
356C,300,17.61,25,1.0,1.07e-05,0.21499,20092.52336448598,True,0.01
356C,300,17.61,25,1.47,1.2e-05,0.23907,19922.5,True,0.01
356C,300,17.61,25,2.15,0.01858,0.1298,6.986006458557589,False,1.0
356C,300,17.61,25,3.16,1.51e-05,0.30193,19995.364238410595,True,0.01
356C,300,17.61,25,4.64,1.94e-05,0.38788,19993.81443298969,True,0.01
356C,300,17.61,25,6.81,3.11e-05,0.62206,20001.92926045016,True,0.01
356C,300,17.61,25,10.0,4.67e-05,0.93339,19986.93790149893,True,0.01
356C,300,17.61,25,14.7,6.94e-05,1.3879,19998.559077809794,True,0.01
356C,300,17.61,25,21.5,0.00014534,2.9067,19999.311958167058,True,0.01
356C,300,17.61,25,31.6,0.00029386,5.8772,20000.0,True,0.01
356C,300,17.61,25,46.4,0.00064287,12.857,19999.37779022197,True,0.01
356C,300,17.61,25,68.1,0.0014357,28.714,20000.0,True,0.01
356C,300,17.61,25,100.0,0.0033176,66.351,19999.698577284784,True,0.01
356C,300,17.61,30,0.01,0.14863,0.09982,0.6716006189867456,False,1.0
356C,300,17.61,30,0.0147,0.019296,0.023152,1.1998341625207296,False,1.0
356C,300,17.61,30,0.0215,0.050969,0.0029935,0.058731778139653516,False,1.0
356C,300,17.61,30,0.0316,0.049179,0.020779,0.42251774131234876,False,1.0
356C,300,17.61,30,0.0464,0.055179,0.013408,0.24299099295021656,False,1.0
356C,300,17.61,30,0.0681,0.069095,0.0011957,0.017305159562920617,False,1.0
356C,300,17.61,30,0.1,0.059128,0.0082082,0.13882086321201462,False,1.0
356C,300,17.61,30,0.147,0.051733,0.0033833,0.06539926159318037,False,1.0
356C,300,17.61,30,0.215,0.066173,0.03194,0.4826742024692851,False,1.0
356C,300,17.61,30,0.316,0.053094,0.0056631,0.10666176969149056,False,1.0
356C,300,17.61,30,0.464,0.10688,0.0065437,0.0612247380239521,False,1.0
356C,300,17.61,30,0.681,0.079287,0.06497,0.819428153417332,False,1.0
356C,300,17.61,30,1.0,0.037139,0.10613,2.857642909071327,False,1.0
356C,300,17.61,30,1.47,0.071866,0.11725,1.6315086410820137,False,1.0
356C,300,17.61,30,2.15,0.10845,0.1384,1.276164130935915,False,1.0
356C,300,17.61,30,3.16,0.27858,0.069939,0.251055352143011,False,1.0
356C,300,17.61,30,4.64,0.072439,0.28273,3.9030080481508573,False,1.0
356C,300,17.61,30,6.81,0.24838,0.50523,2.0341009743135516,False,1.0
356C,300,17.61,30,10.0,0.32305,0.66845,2.0691843367899705,False,1.0
356C,300,17.61,30,14.7,0.43059,1.017,2.3618755660837456,False,1.0
356C,300,17.61,30,21.5,0.77244,1.9849,2.569649422608876,False,1.0
356C,300,17.61,30,31.6,0.28616,0.88278,3.0849175286552977,False,1.0
356C,300,17.61,30,46.4,0.27263,0.18561,0.680812823240289,False,1.0
356C,300,17.61,30,68.1,9.35e-05,1.8693,19992.513368983957,True,0.01
356C,300,17.61,30,100.0,0.0005068,10.136,20000.0,True,0.01
356C,300,17.61,35,0.01,0.023951,0.081678,3.410212517222663,False,1.0
356C,300,17.61,35,0.0147,1.33e-06,0.02658,19984.962406015038,True,0.01
356C,300,17.61,35,0.0215,0.016824,0.010051,0.5974203518782691,False,1.0
356C,300,17.61,35,0.0316,0.012349,0.0039466,0.31958863065835286,False,1.0
356C,300,17.61,35,0.0464,0.016853,0.01252,0.7428944401590222,False,1.0
356C,300,17.61,35,0.0681,0.011944,0.020719,1.734678499665104,False,1.0
356C,300,17.61,35,0.1,0.0044704,0.035841,8.017403364352182,False,1.0
356C,300,17.61,35,0.147,3.26e-06,0.065225,20007.668711656443,True,0.01
356C,300,17.61,35,0.215,3.6e-06,0.071952,19986.666666666668,True,0.01
356C,300,17.61,35,0.316,0.0018881,0.019452,10.302420422647106,False,1.0
356C,300,17.61,35,0.464,0.070577,0.0039539,0.05602250024795613,False,1.0
356C,300,17.61,35,0.681,0.045551,0.04331,0.9508023973129021,False,1.0
356C,300,17.61,35,1.0,0.018706,0.059948,3.2047471399550944,False,1.0
356C,300,17.61,35,1.47,0.038941,0.0094922,0.24375850645848846,False,1.0
356C,300,17.61,35,2.15,1.05e-05,0.20998,19998.09523809524,True,0.01
356C,300,17.61,35,3.16,3.75e-06,0.074941,19984.266666666663,True,0.01
356C,300,17.61,35,4.64,1.34e-05,0.26724,19943.28358208955,True,0.01
356C,300,17.61,35,6.81,1.92e-05,0.3843,20015.625,True,0.01
356C,300,17.61,35,10.0,3.24e-05,0.64894,20029.01234567901,True,0.01
356C,300,17.61,35,14.7,8.83e-05,1.7668,20009.060022650054,True,0.01
356C,300,17.61,35,21.5,0.00017664,3.5328,20000.0,True,0.01
356C,300,17.61,35,31.6,0.00039241,7.8481,19999.74516449632,True,0.01
356C,300,17.61,35,46.4,0.00081264,16.253,20000.24611143926,True,0.01
356C,300,17.61,35,68.1,0.0017651,35.302,20000.0,True,0.01
356C,300,17.61,35,100.0,0.0041864,83.729,20000.23886871775,True,0.01
411E,300,23.45,15,0.01,57.945,35.051,0.6049011994132367,False,1.0
411E,300,23.45,15,0.0147,78.477,25.772,0.3284019521643284,False,1.0
411E,300,23.45,15,0.0215,86.722,22.976,0.2649385392403312,False,1.0
411E,300,23.45,15,0.0316,92.519,21.676,0.2342870113165944,False,1.0
411E,300,23.45,15,0.0464,98.369,21.622,0.21980501987414736,False,1.0
411E,300,23.45,15,0.0681,103.24,21.306,0.20637349864393648,False,1.0
411E,300,23.45,15,0.1,107.89,21.57,0.19992585040318844,False,1.0
411E,300,23.45,15,0.147,112.78,22.148,0.1963823372938464,False,1.0
411E,300,23.45,15,0.215,117.91,22.983,0.19491985412602833,False,1.0
411E,300,23.45,15,0.316,124.0,24.053,0.19397580645161291,False,1.0
411E,300,23.45,15,0.464,129.73,25.311,0.19510521853079474,False,1.0
411E,300,23.45,15,0.681,135.71,26.879,0.19806204406454941,False,1.0
411E,300,23.45,15,1.0,141.91,28.635,0.20178282009724474,False,1.0
411E,300,23.45,15,1.47,148.67,30.722,0.20664559090603352,False,1.0
411E,300,23.45,15,2.15,156.02,33.082,0.21203691834380206,False,1.0
411E,300,23.45,15,3.16,163.88,35.734,0.21804979253112036,False,1.0
411E,300,23.45,15,4.64,172.68,38.667,0.22392286309937456,False,1.0
411E,300,23.45,15,6.81,182.58,41.953,0.22977872713331143,False,1.0
411E,300,23.45,15,10.0,193.71,45.571,0.23525372980228174,False,1.0
411E,300,23.45,15,14.7,207.06,49.44,0.23877137061721238,False,1.0
411E,300,23.45,15,21.5,223.69,54.054,0.24164692207966385,False,1.0
411E,300,23.45,15,31.6,245.78,56.895,0.23148750915452845,False,1.0
411E,300,23.45,15,46.4,279.91,60.305,0.21544424993747988,False,1.0
411E,300,23.45,15,68.1,337.46,62.256,0.18448408700290406,False,1.0
411E,300,23.45,15,100.0,443.05,59.827,0.13503442049430087,False,1.0
411E,300,23.45,20,0.01,98.557,22.558,0.22888277849366356,False,1.0
411E,300,23.45,20,0.0147,105.88,21.87,0.20655459010200228,False,1.0
411E,300,23.45,20,0.0215,111.52,21.66,0.1942252510760402,False,1.0
411E,300,23.45,20,0.0316,117.18,21.112,0.18016726403823174,False,1.0
411E,300,23.45,20,0.0464,123.05,21.629,0.17577407557903293,False,1.0
411E,300,23.45,20,0.0681,127.72,22.019,0.17240056373316628,False,1.0
411E,300,23.45,20,0.1,132.29,22.63,0.1710635724544561,False,1.0
411E,300,23.45,20,0.147,137.29,23.489,0.17109039259960668,False,1.0
411E,300,23.45,20,0.215,142.83,24.455,0.17121753133095285,False,1.0
411E,300,23.45,20,0.316,149.37,25.688,0.17197563098346386,False,1.0
411E,300,23.45,20,0.464,155.27,27.219,0.1753010884266117,False,1.0
411E,300,23.45,20,0.681,161.52,28.869,0.17873328380386327,False,1.0
411E,300,23.45,20,1.0,168.37,30.798,0.18291857219219573,False,1.0
411E,300,23.45,20,1.47,175.64,33.037,0.18809496697790937,False,1.0
411E,300,23.45,20,2.15,183.56,35.421,0.19296687731531922,False,1.0
411E,300,23.45,20,3.16,192.17,38.102,0.19827236301191653,False,1.0
411E,300,23.45,20,4.64,201.63,41.068,0.2036800079353271,False,1.0
411E,300,23.45,20,6.81,212.06,44.308,0.2089408657927002,False,1.0
411E,300,23.45,20,10.0,223.96,47.792,0.21339524915163421,False,1.0
411E,300,23.45,20,14.7,237.8,51.684,0.2173423044575273,False,1.0
411E,300,23.45,20,21.5,255.22,56.035,0.2195556774547449,False,1.0
411E,300,23.45,20,31.6,277.76,58.58,0.21090149769585254,False,1.0
411E,300,23.45,20,46.4,312.7,61.753,0.19748321074512312,False,1.0
411E,300,23.45,20,68.1,371.52,64.026,0.17233527131782947,False,1.0
411E,300,23.45,20,100.0,478.88,60.901,0.12717382225192117,False,1.0
411E,300,23.45,25,0.01,117.94,24.687,0.20931829743937597,False,1.0
411E,300,23.45,25,0.0147,122.82,24.78,0.20175867122618468,False,1.0
411E,300,23.45,25,0.0215,127.94,24.988,0.19531030170392372,False,1.0
411E,300,23.45,25,0.0316,134.08,25.428,0.18964797136038186,False,1.0
411E,300,23.45,25,0.0464,139.53,26.211,0.1878520748226188,False,1.0
411E,300,23.45,25,0.0681,147.04,26.371,0.17934575625680088,False,1.0
411E,300,23.45,25,0.1,152.78,27.418,0.17946066239036523,False,1.0
411E,300,23.45,25,0.147,159.13,28.518,0.17921196506001383,False,1.0
411E,300,23.45,25,0.215,165.87,29.715,0.17914631940676431,False,1.0
411E,300,23.45,25,0.316,173.18,30.968,0.1788197251414713,False,1.0
411E,300,23.45,25,0.464,182.19,32.428,0.17799001042867335,False,1.0
411E,300,23.45,25,0.681,189.92,34.282,0.18050758213984835,False,1.0
411E,300,23.45,25,1.0,198.06,36.265,0.18310108048066243,False,1.0
411E,300,23.45,25,1.47,206.74,38.534,0.1863887007835929,False,1.0
411E,300,23.45,25,2.15,216.05,40.938,0.18948391576024068,False,1.0
411E,300,23.45,25,3.16,226.04,43.598,0.19287736683772783,False,1.0
411E,300,23.45,25,4.64,236.95,46.46,0.1960751213336147,False,1.0
411E,300,23.45,25,6.81,248.81,49.514,0.19900325549616174,False,1.0
411E,300,23.45,25,10.0,261.95,52.728,0.20129032258064516,False,1.0
411E,300,23.45,25,14.7,277.13,56.283,0.20309241150362647,False,1.0
411E,300,23.45,25,21.5,295.59,60.25,0.20382962887783757,False,1.0
411E,300,23.45,25,31.6,319.21,62.415,0.1955295886720341,False,1.0
411E,300,23.45,25,46.4,355.2,65.027,0.183071509009009,False,1.0
411E,300,23.45,25,68.1,414.57,66.416,0.16020454929203753,False,1.0
411E,300,23.45,25,100.0,521.98,64.083,0.12276907161193915,False,1.0
411E,300,23.45,30,0.01,129.01,35.32,0.2737772265715836,False,1.0
411E,300,23.45,30,0.0147,137.67,35.622,0.25874918282850295,False,1.0
411E,300,23.45,30,0.0215,147.61,37.685,0.255301131359664,False,1.0
411E,300,23.45,30,0.0316,160.06,37.097,0.23176933649881296,False,1.0
411E,300,23.45,30,0.0464,169.56,38.33,0.2260556735079028,False,1.0
411E,300,23.45,30,0.0681,179.7,38.62,0.21491374513077352,False,1.0
411E,300,23.45,30,0.1,191.58,38.072,0.19872638062428227,False,1.0
411E,300,23.45,30,0.147,200.73,39.617,0.1973646191401385,False,1.0
411E,300,23.45,30,0.215,210.41,40.623,0.19306591892020342,False,1.0
411E,300,23.45,30,0.316,220.83,41.357,0.18727980799710184,False,1.0
411E,300,23.45,30,0.464,231.16,42.951,0.1858063678837169,False,1.0
411E,300,23.45,30,0.681,242.02,43.963,0.18165027683662507,False,1.0
411E,300,23.45,30,1.0,252.71,45.815,0.1812947647501088,False,1.0
411E,300,23.45,30,1.47,264.05,47.482,0.17982200340844537,False,1.0
411E,300,23.45,30,2.15,276.05,49.192,0.1781996015214635,False,1.0
411E,300,23.45,30,3.16,288.67,51.212,0.17740672740499533,False,1.0
411E,300,23.45,30,4.64,301.85,53.354,0.17675666721881728,False,1.0
411E,300,23.45,30,6.81,315.74,55.578,0.1760245771837588,False,1.0
411E,300,23.45,30,10.0,330.48,57.992,0.17547809247155652,False,1.0
411E,300,23.45,30,14.7,347.02,60.635,0.17473056307993776,False,1.0
411E,300,23.45,30,21.5,366.58,63.545,0.17334551803153475,False,1.0
411E,300,23.45,30,31.6,390.94,64.64,0.16534506573898808,False,1.0
411E,300,23.45,30,46.4,428.02,66.403,0.15513994673146117,False,1.0
411E,300,23.45,30,68.1,489.26,66.262,0.13543310305359113,False,1.0
411E,300,23.45,30,100.0,598.09,62.88,0.10513467872728184,False,1.0
411E,300,23.45,35,0.01,146.36,55.644,0.38018584312653725,False,1.0
411E,300,23.45,35,0.0147,164.15,59.751,0.3640024367956137,False,1.0
411E,300,23.45,35,0.0215,186.85,60.391,0.3232057800374632,False,1.0
411E,300,23.45,35,0.0316,209.41,56.909,0.2717587507759897,False,1.0
411E,300,23.45,35,0.0464,225.56,58.409,0.25895105515162264,False,1.0
411E,300,23.45,35,0.0681,242.03,57.026,0.23561541957608562,False,1.0
411E,300,23.45,35,0.1,260.15,53.616,0.20609648279838555,False,1.0
411E,300,23.45,35,0.147,273.82,54.606,0.1994229785990797,False,1.0
411E,300,23.45,35,0.215,287.78,53.673,0.18650705399958303,False,1.0
411E,300,23.45,35,0.316,301.58,52.847,0.17523376881756086,False,1.0
411E,300,23.45,35,0.464,314.93,52.387,0.16634490204172356,False,1.0
411E,300,23.45,35,0.681,327.81,52.19,0.15920807784997407,False,1.0
411E,300,23.45,35,1.0,340.89,52.598,0.1542961072486726,False,1.0
411E,300,23.45,35,1.47,353.68,53.178,0.1503562542411219,False,1.0
411E,300,23.45,35,2.15,366.62,53.505,0.14594130162020622,False,1.0
411E,300,23.45,35,3.16,379.61,54.265,0.14294934274650298,False,1.0
411E,300,23.45,35,4.64,392.98,54.956,0.13984426688381088,False,1.0
411E,300,23.45,35,6.81,406.85,55.89,0.137372496005899,False,1.0
411E,300,23.45,35,10.0,421.39,56.929,0.1350981276252403,False,1.0
411E,300,23.45,35,14.7,437.6,58.199,0.13299588665447898,False,1.0
411E,300,23.45,35,21.5,456.7,59.955,0.13127873877819138,False,1.0
411E,300,23.45,35,31.6,480.65,60.042,0.12491833974825757,False,1.0
411E,300,23.45,35,46.4,517.32,60.761,0.117453413747777,False,1.0
411E,300,23.45,35,68.1,579.74,59.994,0.1034843205574913,False,1.0
411E,300,23.45,35,100.0,693.6,55.668,0.08025951557093425,False,1.0
356F,300,26.32,15,0.01,72.976,61.853,0.8475800263100197,False,1.0
356F,300,26.32,15,0.0147,122.43,58.355,0.476639712488769,False,1.0
356F,300,26.32,15,0.0215,146.38,53.552,0.3658423281869108,False,1.0
356F,300,26.32,15,0.0316,162.82,50.66,0.3111411374524014,False,1.0
356F,300,26.32,15,0.0464,176.06,49.42,0.28069976144496195,False,1.0
356F,300,26.32,15,0.0681,188.57,47.972,0.25439889696134066,False,1.0
356F,300,26.32,15,0.1,200.24,47.494,0.23718537754694366,False,1.0
356F,300,26.32,15,0.147,211.5,47.297,0.22362647754137113,False,1.0
356F,300,26.32,15,0.215,223.01,47.135,0.2113582350567239,False,1.0
356F,300,26.32,15,0.316,234.08,47.701,0.20378075871496923,False,1.0
356F,300,26.32,15,0.464,245.28,48.368,0.19719504240052185,False,1.0
356F,300,26.32,15,0.681,256.66,49.114,0.19135821709654793,False,1.0
356F,300,26.32,15,1.0,268.28,49.915,0.18605561353809455,False,1.0
356F,300,26.32,15,1.47,280.11,50.88,0.18164292599335974,False,1.0
356F,300,26.32,15,2.15,292.24,51.967,0.17782302217355597,False,1.0
356F,300,26.32,15,3.16,304.66,53.207,0.17464386529245715,False,1.0
356F,300,26.32,15,4.64,317.24,54.588,0.17207161770268567,False,1.0
356F,300,26.32,15,6.81,330.31,56.236,0.17025218733916622,False,1.0
356F,300,26.32,15,10.0,343.54,58.174,0.16933690399953424,False,1.0
356F,300,26.32,15,14.7,357.12,60.666,0.16987567204301074,False,1.0
356F,300,26.32,15,21.5,370.03,62.581,0.1691241250709402,False,1.0
356F,300,26.32,15,31.6,382.54,65.245,0.17055732733831758,False,1.0
356F,300,26.32,15,46.4,393.02,67.76,0.1724085288280495,False,1.0
356F,300,26.32,15,68.1,397.61,68.955,0.17342370664721712,False,1.0
356F,300,26.32,15,100.0,384.69,66.022,0.1716239049624373,False,1.0
356F,300,26.32,20,0.01,176.26,52.608,0.29846817201860887,False,1.0
356F,300,26.32,20,0.0147,192.07,48.853,0.2543499765710418,False,1.0
356F,300,26.32,20,0.0215,205.55,48.233,0.23465336900997322,False,1.0
356F,300,26.32,20,0.0316,217.81,47.334,0.2173178458289335,False,1.0
356F,300,26.32,20,0.0464,228.81,47.248,0.20649447139548097,False,1.0
356F,300,26.32,20,0.0681,239.74,46.731,0.19492366730624844,False,1.0
356F,300,26.32,20,0.1,250.72,46.708,0.18629546904913846,False,1.0
356F,300,26.32,20,0.147,261.57,47.176,0.18035707458806438,False,1.0
356F,300,26.32,20,0.215,272.44,47.589,0.17467699309939802,False,1.0
356F,300,26.32,20,0.316,283.63,48.057,0.1694355322074534,False,1.0
356F,300,26.32,20,0.464,295.31,48.583,0.1645152551555992,False,1.0
356F,300,26.32,20,0.681,306.6,49.323,0.16087084148727984,False,1.0
356F,300,26.32,20,1.0,318.32,50.127,0.1574736114601659,False,1.0
356F,300,26.32,20,1.47,330.19,50.934,0.15425664011629667,False,1.0
356F,300,26.32,20,2.15,342.33,51.886,0.15156720123857098,False,1.0
356F,300,26.32,20,3.16,354.67,52.906,0.149169650661178,False,1.0
356F,300,26.32,20,4.64,367.25,54.095,0.14729748127978215,False,1.0
356F,300,26.32,20,6.81,380.09,55.523,0.14607856034097189,False,1.0
356F,300,26.32,20,10.0,393.19,57.263,0.1456369694041049,False,1.0
356F,300,26.32,20,14.7,406.52,59.436,0.14620682869231527,False,1.0
356F,300,26.32,20,21.5,419.09,61.101,0.14579445942399008,False,1.0
356F,300,26.32,20,31.6,431.31,63.4,0.14699404140873154,False,1.0
356F,300,26.32,20,46.4,441.41,65.562,0.14852857887225027,False,1.0
356F,300,26.32,20,68.1,446.22,66.824,0.14975572587512884,False,1.0
356F,300,26.32,20,100.0,432.34,62.879,0.1454387750381644,False,1.0
356F,300,26.32,25,0.01,219.13,53.779,0.24542052662802905,False,1.0
356F,300,26.32,25,0.0147,233.39,50.17,0.21496208063755948,False,1.0
356F,300,26.32,25,0.0215,246.0,49.944,0.20302439024390245,False,1.0
356F,300,26.32,25,0.0316,256.88,50.057,0.19486530675801933,False,1.0
356F,300,26.32,25,0.0464,269.07,48.968,0.18198981677630358,False,1.0
356F,300,26.32,25,0.0681,280.11,49.108,0.1753168398129306,False,1.0
356F,300,26.32,25,0.1,291.37,49.2,0.16885746645159078,False,1.0
356F,300,26.32,25,0.147,303.01,48.989,0.16167453219365696,False,1.0
356F,300,26.32,25,0.215,314.31,49.575,0.15772644841080463,False,1.0
356F,300,26.32,25,0.316,325.76,50.04,0.15361001964636542,False,1.0
356F,300,26.32,25,0.464,337.28,50.381,0.14937440702087287,False,1.0
356F,300,26.32,25,0.681,349.04,50.942,0.14594888837955533,False,1.0
356F,300,26.32,25,1.0,360.97,51.564,0.14284843615812948,False,1.0
356F,300,26.32,25,1.47,373.18,52.314,0.14018436143416046,False,1.0
356F,300,26.32,25,2.15,385.43,52.892,0.1372285499312456,False,1.0
356F,300,26.32,25,3.16,397.91,53.704,0.1349651931341258,False,1.0
